id,host_id,bathrooms_text,bedrooms,beds
53399066,375524835,1 shared bath,1,1
53629234,200239515,1 shared bath,1,1
53689938,101285959,1 shared bath,1,1
53874130,3223938,3 shared baths,1,1
53980252,19303369,2 shared baths,1,1
54015146,204704622,2 shared baths,1,1
54120214,3223938,1 shared bath,1,1
54207951,3223938,1 shared bath,1,1
5.40E+17,3223938,1 shared bath,1,1
5.40E+17,3223938,1 shared bath,1,1
5.70E+17,19303369,1 shared bath,1,1
5.74E+17,3223938,1 shared bath,1,1
5.75E+17,204704622,1 shared bath,1,1
5.85E+17,443414797,1 private bath,1,1
5.86E+17,3223938,1 shared bath,1,1
5.90E+17,3223938,2 shared baths,1,1
5.95E+17,297794139,1 shared bath,,1
6.26E+17,3223938,1 shared bath,1,1
6.29E+17,19303369,1 private bath,1,1
6.29E+17,19303369,1 shared bath,1,1
6.30E+17,200239515,1 shared bath,1,1
6.30E+17,200239515,1 shared bath,1,1
6.41E+17,137358866,1.5 shared baths,1,1
6.45E+17,137358866,1.5 shared baths,1,1
6.55E+17,429826037,1 shared bath,1,1
6.60E+17,200239515,1 shared bath,1,1
6.60E+17,200239515,1 shared bath,1,1
6.69E+17,200239515,1 shared bath,1,1
6.81E+17,19303369,1 shared bath,1,1
6.95E+17,19303369,1 shared bath,1,1
7.03E+17,368306779,1 shared bath,1,1
7.37E+17,200239515,2.5 shared baths,1,1
7.45E+17,3223938,3 shared baths,6,1
7.47E+17,3223938,3 shared baths,6,6
7.47E+17,3223938,3 shared baths,6,1
7.54E+17,258289017,1 shared bath,1,1
7.65E+17,3603284,1 shared bath,1,1
7.68E+17,394880853,1 shared bath,1,1
423015,1530310,1 shared bath,1,1
1171716,6415261,1 shared bath,1,1
1323801,3571821,1 shared bath,1,1
1762852,173997,1.5 baths,1,1
1928961,9989761,1 shared bath,1,1
3199681,627678,1.5 baths,1,1
3554287,6504434,1 bath,1,1
3835681,3339701,1 shared bath,1,1
4181828,21694428,1 shared bath,1,1
4699061,24291213,1 bath,1,1
4700809,24298733,1 bath,1,1
4778638,24643923,1 bath,1,1
5232121,3339701,1 shared bath,1,1
6020044,12154854,1 bath,1,1
6305553,32798845,1 bath,1,1
6370889,33198779,1 bath,1,1
6884254,19789003,2 baths,1,1
6896737,36138575,1 shared bath,1,1
7015831,36029533,2 baths,1,1
7036435,5476372,1 bath,1,1
7048195,90316,1 shared bath,1,1
7180335,3508047,1 bath,1,1
7366831,38599690,1 bath,1,1
7367165,4964848,1 bath,1,1
7397699,38759330,1.5 baths,1,1
7435882,4807448,2 baths,1,1
7801023,41060321,2 baths,1,1
8402882,3687880,1 bath,1,1
8838513,1423123,1 shared bath,1,1
8920714,46650449,1 bath,1,1
9238214,48016303,1 shared bath,1,1
9698613,50084376,1 bath,1,1
9731178,8693741,2 baths,1,1
9926058,46887682,1 bath,1,1
10057854,51614806,1 bath,1,1
10102206,33480709,1.5 shared baths,1,1
10382430,53445174,1 bath,1,1
10723142,24981045,1 bath,1,1
10958668,4269459,1 bath,1,1
11334476,47515751,1 shared bath,1,1
11480835,7990995,1 bath,1,1
11549676,27751504,1.5 shared baths,1,1
11873498,45859087,1 shared bath,1,1
11927300,4386682,1 shared bath,1,1
12249461,24291213,Half-bath,1,1
12286939,24918898,1 bath,1,1
12549290,68013836,1 shared bath,1,1
12713863,66269338,2 shared baths,1,1
12794520,69677082,1 bath,1,1
12904840,27634654,1 shared bath,1,1
13111578,72897900,1 bath,1,1
13272022,24765466,1 bath,1,1
13463768,23121273,1 bath,1,1
13634292,12722812,1 shared bath,1,1
13653677,79298323,1 shared bath,1,1
13911123,82512085,2 shared baths,1,1
14355431,58453451,1 shared bath,1,1
14691805,91359302,1 shared bath,1,1
14694447,91292951,1 shared bath,1,1
15781521,24215329,1 shared bath,1,1
15866496,9193762,1 bath,1,1
16054732,4233535,1 bath,1,1
16256074,44707475,1 shared bath,1,1
16259169,106321136,1 bath,1,1
16288234,106546614,1 bath,1,1
16298489,47675184,1.5 shared baths,1,1
16333699,81109720,1 bath,1,1
16390662,106291193,1 bath,1,1
16425205,73550323,1 shared bath,1,1
16479076,60344033,1 shared bath,1,1
16505722,15279171,1 bath,,1
16557829,109033183,1 shared bath,1,1
17242854,8159536,1 shared bath,1,1
17383929,117498033,1 private bath,1,1
17385865,19303369,1 private bath,1,1
17508940,32788186,1 shared bath,1,1
17651741,23192585,1 shared bath,1,1
18080436,55981584,1 shared bath,1,1
18764827,31482341,1 shared bath,1,1
18915587,60626720,1 bath,1,1
19364266,135732224,1 shared bath,1,1
19407599,136058103,1.5 shared baths,1,1
19466060,17274880,2 baths,1,1
19545851,137293453,1 shared bath,1,1
20014072,15617507,1.5 shared baths,,1
20147886,119680716,1 shared bath,1,1
20154271,143402105,1 shared bath,1,1
21149901,152605245,1 shared bath,1,1
21195408,153083048,1 shared bath,1,1
21422090,106766048,1 shared bath,1,1
21468762,61696564,1 shared bath,1,1
21764245,34614054,1 shared bath,1,3
21765318,34614054,1 shared bath,1,3
21829006,43490965,1 private bath,1,1
21885667,11911154,2 shared baths,1,1
22017804,27105320,1 shared bath,1,1
22060065,3701760,1 bath,1,1
22165628,161157565,1 shared bath,1,1
22206345,32345243,1 private bath,1,1
22238789,11455361,1 shared bath,1,1
22337162,861330,1 shared bath,1,1
22365504,163259257,1 shared bath,1,3
22409377,100032033,1 shared bath,1,1
22484057,38359380,1 shared bath,1,1
22847975,95014144,1 shared bath,1,1
22942669,1398639,1 shared bath,1,1
23006437,89391604,1 private bath,1,1
23359277,14719992,1 shared bath,1,1
23992829,20855056,1 shared bath,1,1
24115562,55948559,1 shared bath,1,1
25517202,5342802,1 shared bath,1,1
25804387,106783508,1 shared bath,1,1
25830323,193485559,1 shared bath,1,1
26025308,159608581,1 shared bath,1,1
26756446,201203968,1 shared bath,1,1
26892245,3552356,1 shared bath,1,1
27429253,200239515,1 shared bath,1,1
28277212,184122908,1 shared bath,1,1
28526676,28740462,1 shared bath,1,1
28607153,19303369,1 bath,2,3
30229561,227021565,1 shared bath,1,1
30296168,3567433,1 shared bath,1,1
30350359,108457539,1 shared bath,1,1
30425416,9917136,1 shared bath,1,1
30741070,118839768,1 shared bath,1,1
30795672,230396622,1 shared bath,1,1
31002413,231459188,1 shared bath,1,2
31584244,157604475,1.5 shared baths,1,1
31738077,50497157,1 shared bath,1,1
31773364,137358866,1 shared bath,1,1
32222756,32625342,1 shared bath,1,2
32493396,244082709,1 shared bath,1,1
33835470,255448841,2 shared baths,1,2
34254969,204704622,2.5 shared baths,1,1
34258883,241676154,1 shared bath,1,1
34369607,178924110,1 shared bath,1,1
34449879,20810804,1 shared bath,1,1
34646244,10387090,1 shared bath,1,1
34664546,4259761,1 private bath,1,1
35125636,264569855,1 shared bath,1,1
35236345,200239515,1 bath,1,1
35236424,200239515,1 shared bath,1,1
35267276,200239515,1 shared bath,1,1
35686575,268149976,1 shared bath,1,1
35732634,268757078,1 shared bath,1,1
36421737,238989521,1 shared bath,1,1
36421783,238989521,1 shared bath,1,1
36500145,15356710,1 shared bath,1,1
36813246,276713973,1 shared bath,1,1
37527378,163704446,1 shared bath,1,1
37706464,284126288,1.5 shared baths,1,1
37944081,287546971,1 shared bath,1,1
38295943,137358866,1 shared bath,4,1
38497561,293569524,1 shared bath,1,1
38619451,294733575,1 shared bath,1,1
39252523,52613466,1 shared bath,1,1
40255977,137872960,1 shared bath,1,1
41006251,311607537,1 shared bath,1,1
41008894,116171108,1 shared bath,1,
41403642,288388758,1 shared bath,1,1
41670137,169413988,1 private bath,1,1
42120317,256748856,1 shared bath,1,1
42514760,176286140,1 shared bath,1,1
42608999,57528994,1 shared bath,,1
42694266,19303369,1 shared bath,1,
42744670,19303369,1 shared bath,1,1
42889280,204704622,1 shared bath,1,
42962993,200239515,1 shared bath,1,1
43038779,204704622,2 shared baths,1,1
43043180,204704622,2 shared baths,1,1
43043928,204704622,2 shared baths,1,1
43388049,204704622,1 shared bath,1,1
43444099,8869512,1 shared bath,1,
43714286,46066063,Private half-bath,1,1
43787927,19303369,1 shared bath,1,1
44179445,1997143,1 shared bath,1,
44392843,53169195,1 shared bath,1,1
44394849,19303369,1 shared bath,1,1
44434505,19303369,1 shared bath,1,1
44539744,11122099,1 shared bath,1,1
44867899,41121817,1 shared bath,1,
45077681,23006601,2 shared baths,1,1
45219192,200239515,1 shared bath,1,1
45222805,200239515,3 shared baths,1,1
45380558,200239515,1 shared bath,1,1
45633763,43431319,1 bath,1,1
45844343,200239515,2.5 shared baths,1,1
45899915,126131797,1 shared bath,1,
46070318,3223938,2 baths,1,1
46218239,53369750,1 shared bath,1,2
46563729,3664485,1 shared bath,1,1
46612993,293474639,2 shared baths,1,1
46779286,255526462,1.5 shared baths,1,1
47882500,200239515,1 shared bath,1,1
47882733,200239515,1 shared bath,1,1
47883063,204704622,1 shared bath,1,1
47883677,204704622,1 shared bath,1,1
47920050,3223938,1 shared bath,1,1
48011499,200239515,1 shared bath,1,1
48070762,65976155,1 shared bath,1,1
48777350,250294796,1 shared bath,1,1
48871242,3223938,1 shared bath,1,1
49114251,278008007,1 bath,1,1
49208181,3223938,1 shared bath,1,1
49800003,204704622,0 shared baths,,1
50099245,3223938,1 shared bath,1,1
50563721,3223938,3 shared baths,1,1
50727455,3223938,1 shared bath,1,1
50885009,313011393,1 shared bath,1,1
51069128,40317143,1 shared bath,1,
51621871,341908723,2 shared baths,1,1
51651554,3223938,1 shared bath,1,1
51764004,3223938,1 shared bath,1,1
51889674,204704622,1 shared bath,1,1
52565543,3223938,1 shared bath,1,1
52942401,401937392,1.5 shared baths,1,3
53106068,3223938,1 shared bath,1,1
53288377,19303369,1 shared bath,1,1
53432992,204704622,1 shared bath,1,1
53541251,3223938,1 shared bath,1,1
53628851,200239515,1 shared bath,1,1
53701947,200239515,1 shared bath,1,1
53814030,204704622,1 shared bath,1,1
5.69E+17,222314797,1 shared bath,1,1
5.71E+17,38407862,1 shared bath,1,1
6.02E+17,210040180,1 shared bath,1,1
6.11E+17,3223938,2 shared baths,1,1
6.11E+17,3223938,2 shared baths,1,1
6.11E+17,3223938,2 shared baths,1,1
6.30E+17,200239515,1 shared bath,1,1
6.30E+17,200239515,1 shared bath,1,1
6.64E+17,3223938,1 shared bath,1,1
6.79E+17,200239515,2 shared baths,1,1
6.92E+17,19303369,1 shared bath,1,1
7.00E+17,3223938,2 shared baths,1,1
7.00E+17,3223938,2 shared baths,1,1
7.14E+17,3223938,2 shared baths,1,1
7.14E+17,284337887,2 shared baths,1,1
7.21E+17,145722686,1 shared bath,1,1
7.23E+17,3223938,2 shared baths,1,1
7.27E+17,200239515,1 shared bath,1,1
7.36E+17,56074896,1 bath,,1
7.45E+17,3223938,2 shared baths,4,1
7.46E+17,3223938,2 shared baths,5,1
7.46E+17,391942286,1 shared bath,1,1
7.46E+17,391942286,1 shared bath,1,1
7.47E+17,484932415,1 shared bath,1,1
7.48E+17,484932415,1 shared bath,1,1
7.49E+17,3223938,1 shared bath,4,1
7.55E+17,444179650,3 shared baths,1,1
7.55E+17,3223938,2 shared baths,4,1
1767037,9284163,1 shared bath,1,2
7662160,6338005,1 bath,1,1
7857040,41405875,1 bath,1,1
7866421,40511631,1 bath,1,1
9117976,41510712,1 bath,1,1
9299164,3250450,1 shared bath,1,1
10551015,880323,1 bath,1,1
10837800,43533460,1 bath,1,1
13192944,73857837,1 shared bath,1,1
13274366,16016579,1 shared bath,1,1
13685550,79704239,1 private bath,1,1
15422083,5053976,1 bath,1,1
15552901,84562269,1 shared bath,1,1
16274854,106407359,1 shared bath,1,1
16298529,30532557,1 shared bath,1,1
18209795,35525179,1 bath,1,1
19985199,9864136,1 shared bath,1,1
21661235,5342802,1 shared bath,1,1
21970350,861330,1 shared bath,1,1
22165797,60365315,1 shared bath,1,2
25468554,9864136,1 shared bath,1,1
26140709,9864136,1 shared bath,1,1
28102752,14909147,1 shared bath,1,1
29904478,222581357,1 shared bath,1,1
30200473,226838925,1 shared bath,1,1
30213232,204704622,1 shared bath,1,1
30801068,137358866,1 shared bath,1,1
30801449,137358866,1 shared bath,1,1
31836311,19303369,1 shared bath,1,1
31884696,238989521,1 shared bath,1,1
32206003,241676154,1 shared bath,1,1
32364753,19303369,1 private bath,1,1
33282512,73857837,1 shared bath,1,1
33449518,238989521,1 shared bath,1,1
34715931,30509656,1 shared bath,1,1
35768575,19303369,1 shared bath,1,1
37202400,210220380,1 shared bath,1,1
40825964,238989521,1 shared bath,1,1
41625711,328312067,1 shared bath,1,1
42426655,337711840,1 bath,1,2
42646720,200239515,1 shared bath,1,
42755540,200239515,1 shared bath,1,1
43374916,19303369,1 shared bath,1,1
43388103,204704622,1 shared bath,1,1
45674595,241676154,1 shared bath,1,1
46192202,200239515,1 shared bath,1,1
46402076,204704622,1 shared bath,1,1
46797041,19303369,1 shared bath,1,1
47070240,3223938,2 shared baths,1,1
47336390,200239515,1 shared bath,1,1
47372315,19303369,1 shared bath,1,
47833373,204704622,1 shared bath,1,1
48111679,3223938,1 private bath,1,1
48381921,390535864,1 shared bath,1,1
48519376,241676154,1 shared bath,1,1
49052902,390535864,1 shared bath,1,1
49053064,390535864,1.5 shared baths,1,1
49053647,390535864,1 shared bath,1,1
49405833,3223938,1 shared bath,1,1
49730285,166713328,1 shared bath,1,1
49865120,401937392,1.5 shared baths,1,3
50229778,200239515,1 shared bath,1,1
50245768,145743257,1 shared bath,1,1
50652330,3223938,1 shared bath,1,1
51321125,3223938,1 shared bath,1,1
51343103,3223938,2 shared baths,1,1
51725178,3223938,1 shared bath,1,1
51868685,19303369,1 shared bath,1,1
51868745,19303369,1 shared bath,1,1
51888947,200239515,1 shared bath,1,1
51889171,200239515,1 shared bath,1,1
52223600,329271,1 shared bath,1,1
52452307,3223938,2 shared baths,1,1
52619623,18419593,1 shared bath,1,1
52634085,401937392,1.5 shared baths,1,3
52715366,248743490,1.5 shared baths,1,1
52760995,427142752,1 shared bath,1,1
52905230,3223938,1 shared bath,1,1
53105871,3223938,1 shared bath,1,1
53116201,204704622,1 shared bath,1,1
53290228,200239515,1 shared bath,1,1
53571249,19303369,1 shared bath,1,1
53622187,3223938,1 shared bath,1,1
53701809,200239515,1 shared bath,1,1
53916899,3223938,2 shared baths,1,1
53979848,19303369,2 shared baths,1,1
53980416,19303369,2 shared baths,1,1
5.45E+17,3223938,2 shared baths,1,1
5.49E+17,3223938,2 shared baths,1,1
5.59E+17,120561772,2 shared baths,1,1
5.61E+17,3223938,3 shared baths,1,1
5.71E+17,200239515,1 shared bath,1,1
5.87E+17,3223938,1.5 shared baths,1,1
5.91E+17,3223938,2 shared baths,1,1
5.96E+17,3223938,2 shared baths,1,1
6.11E+17,3223938,2 shared baths,1,1
6.12E+17,3223938,2 shared baths,1,1
6.15E+17,284337887,2 shared baths,1,1
6.25E+17,30532557,2 shared baths,1,1
6.29E+17,19303369,1 shared bath,1,1
6.30E+17,204704622,1 shared bath,1,1
6.30E+17,204704622,1 shared bath,1,1
6.30E+17,204704622,1 shared bath,1,1
6.39E+17,284337887,2 shared baths,1,1
6.60E+17,200239515,2.5 shared baths,1,1
6.64E+17,3223938,1 shared bath,1,1
6.93E+17,3223938,2 shared baths,1,1
6.98E+17,143052745,1 shared bath,,1
6.98E+17,19303369,1 shared bath,1,1
7.01E+17,284337887,2 shared baths,1,1
7.09E+17,478260569,1 shared bath,1,1
7.19E+17,19303369,1 shared bath,1,1
7.22E+17,284337887,2 shared baths,1,1
7.24E+17,3223938,2 shared baths,1,1
7.27E+17,19303369,1 shared bath,1,1
7.64E+17,428733045,1 shared bath,1,1
7.64E+17,258289017,1 shared bath,1,1
7.71E+17,3223938,1 shared bath,4,1
7.72E+17,363928053,1 shared bath,1,1
536578,2635819,1 shared bath,1,1
2896760,3339701,1 shared bath,1,1
2939670,15009272,1 shared bath,1,1
3835757,3339701,1 shared bath,1,1
4265471,3294438,1.5 shared baths,1,
4813236,24789838,2 baths,1,1
5804170,30063582,1 bath,1,2
6360224,33134899,0 baths,1,1
6398715,31762883,1 bath,1,1
7116034,16296388,1 bath,1,1
7415011,15824880,1 bath,1,1
8117209,3250450,1 shared bath,1,1
8920816,4262510,1 bath,1,1
9563873,49514708,1 shared bath,1,1
9663062,3250450,1 bath,1,1
9717662,4549440,1 bath,1,1
10065831,51652888,1 bath,1,1
10849166,39261381,1 shared bath,1,1
11219289,58453451,1 shared bath,1,1
13524592,36935244,1 shared bath,1,2
13910111,16156297,1 shared bath,1,1
14762512,3294438,1.5 shared baths,1,
16442568,107830761,1 bath,1,1
18086664,124554019,1 shared bath,1,1
18173198,274333,1 shared bath,1,1
18949917,9864136,1 shared bath,1,1
19048034,22343983,1 private bath,1,1
21667189,11056171,3 shared baths,1,1
21771486,31697949,1 shared bath,1,1
21868116,48056617,1 shared bath,1,1
22955342,25533198,1 shared bath,1,1
26755702,137358866,1 shared bath,1,1
27110090,75385686,1 shared bath,1,1
27933916,204704622,1 shared bath,1,1
29293564,137358866,1.5 shared baths,1,1
29907089,174976495,1 shared bath,1,1
29930787,137358866,1 shared bath,1,1
30514043,137358866,1 shared bath,1,1
30762861,200239515,1 shared bath,1,1
31834161,200239515,1 shared bath,1,1
31885563,200239515,1 shared bath,1,1
32064705,6407054,1 shared bath,1,1
33295827,250771864,1 shared bath,1,1
33371988,30532557,2 shared baths,1,1
34081916,1345194,1 shared bath,1,1
35129203,30532557,2 shared baths,1,1
35236677,200239515,1 shared bath,1,1
36114015,197119374,1 shared bath,1,1
36314672,115168723,1 shared bath,1,1
37940346,287546971,1 shared bath,1,1
39226961,298198884,1 bath,1,1
39726547,43426547,1 shared bath,1,1
40347137,12821514,1 bath,1,1
40561443,30532557,2 baths,1,1
42889599,204704622,1 shared bath,1,1
43931448,19303369,1 shared bath,1,1
45224033,200239515,1 shared bath,1,1
45977309,3223938,2 shared baths,1,1
47348298,137358866,1 shared bath,1,1
47705059,147402286,1 shared bath,1,
47803501,8792814,1 shared bath,1,1
48265994,3223938,2 shared baths,1,1
48413404,3223938,1 shared bath,1,1
48426539,390535864,1 shared bath,1,1
48427036,390535864,1 shared bath,1,1
48809258,3223938,1 shared bath,1,1
48809400,3223938,2 shared baths,1,1
48936915,30532557,2 shared baths,1,
48982479,3223938,1 shared bath,1,1
49074308,30532557,2 shared baths,1,
50307683,284337887,2 shared baths,1,1
50344358,284337887,2 shared baths,1,
50362850,8783166,1 shared bath,1,1
50437750,284337887,2 shared baths,1,
51340754,3223938,2 shared baths,1,1
51400328,3223938,2 shared baths,1,1
52236517,3223938,2 baths,1,1
52389697,204704622,1 shared bath,1,1
52842099,61558856,1 shared bath,1,1
52842555,61558856,1 shared bath,1,1
53380846,432179341,1 shared bath,1,1
53472151,3223938,1 shared bath,1,1
53504701,432179341,1 shared bath,1,
53640500,434379988,1 shared bath,,1
53653917,3223938,2 shared baths,1,1
53740410,19303369,1 shared bath,1,1
53845422,30532557,2 shared baths,1,1
53915505,3223938,2 shared baths,1,1
54004813,200239515,2 shared baths,1,1
54021730,204704622,2 shared baths,1,1
54093240,10387090,1.5 shared baths,1,1
54137625,3223938,2 shared baths,1,1
54207666,3223938,1 shared bath,1,1
54305139,284337887,2 shared baths,1,1
5.66E+17,3223938,2 shared baths,1,1
5.90E+17,3223938,2 shared baths,1,1
5.98E+17,3223938,1 shared bath,1,1
6.06E+17,3223938,2 shared baths,1,1
6.11E+17,432179341,1 shared bath,1,1
6.26E+17,3223938,2 shared baths,1,1
6.30E+17,200239515,1 shared bath,1,1
6.54E+17,393196534,1 shared bath,1,1
